transaction_id	amount	sender_balance_before	sender_balance_after	receiver_balance_before	receiver_balance_after	transaction_type	hour	month_2026	day_of_week	device_type	region	is_fraud
UILN5RGSG	1158.36	45048.16	43889.8	38258.02	39416.38	peer	6	9	Sat	smartphone	Eldoret	0
UDLIK22XM	4230.63	39202.46	34971.83	37082.07	41312.7	till	20	4	Mon	smartphone	Kisumu	0
UFXODLCTT	1017.59	54994.43	53976.84	32904.13	33921.72	peer	11	6	Sun	smartphone	Mombasa	0
UJSI2G74I	186.67	32603.7	32417.03	16411.66	16598.33	peer	15	10	Mon	feature	Nakuru	0
UEDG3C6SC	907.68	15793.9	14886.22	47572.24	48479.92	till	7	5	Sun	feature	Eldoret	0
UBT2LWHED	289.45	58925.56	58636.11	25644.85	25934.3	till	18	2	Fri	smartphone	Nakuru	0
UHKAP6ZPX	3055.79	18463.16	15407.37	27633.11	30688.9	till	21	8	Fri	feature	Eldoret	0
UE1VRGSS8	698.24	10619.12	9920.88	42735.17	43433.41	till	5	5	Tue	feature	Nairobi	0
UKULP98RL	271.03	17574.91	17303.88	9141.89	9412.92	paybill	2	11	Thu	smartphone	Kisumu	0
UB1YD5MY3	2620.56	48347.69	45727.13	28830.7	31451.26	peer	21	2	Sun	smartphone	Mombasa	0
UESLTDKVU	1227.27	30026.4	28799.13	39886.61	41113.88	peer	5	5	Tue	feature	Mombasa	0
UCVF89X22	686.85	44587.11	43900.26	42256.04	42942.89	paybill	11	3	Thu	feature	Mombasa	0
UCL03LLU1	2383.91	53853.89	51469.98	11025.21	13409.12	paybill	19	3	Mon	feature	Kisumu	1
UK291AZHZ	369.25	20048.55	19679.3	13162.37	13531.62	paybill	19	11	Mon	feature	Kisumu	0
UGLUHHS4D	0.98	63428.33	63427.35	31366.45	31367.43	paybill	9	7	Sat	feature	Nakuru	0
UH882O8ZI	2081.04	21303.07	19222.03	27716.87	29797.91	till	21	8	Thu	smartphone	Eldoret	0
UAXJN7DE0	333.79	38941.83	38608.04	46036.98	46370.77	till	23	1	Thu	smartphone	Nairobi	0
UJKHDIU1J	61.33	48834.33	48773	46226.12	46287.45	paybill	13	10	Sat	smartphone	Mombasa	0
UB5Z08N10	2311.36	37498.72	35187.36	23314.97	25626.33	paybill	12	2	Thu	smartphone	Mombasa	0
UFLYZJ0AE	2144.28	49258.77	47114.49	38021.22	40165.5	paybill	15	6	Sun	feature	Nakuru	0
UIC9NU985	1079	74820.25	73741.25	18790.25	19869.25	till	6	9	Thu	feature	Nairobi	0
UFW0U92T2	1847.13	13739.6	11892.47	1523.18	3370.31	peer	17	6	Fri	feature	Eldoret	0
UK911PJQ5	343.08	51763.38	51420.3	11337.06	11680.14	till	22	11	Wed	smartphone	Eldoret	0
UKUQ2086O	1663.14	40837.34	39174.2	25063.78	26726.92	till	19	11	Sun	feature	Mombasa	0
UAIPJIYLQ	77.32	22349.81	22272.49	42649.1	42726.42	till	19	1	Wed	smartphone	Nairobi	0
UCHGAV42T	3954.64	12938.3	8983.66	1248.58	5203.22	paybill	14	3	Sun	feature	Mombasa	0
UKHKPJ7HM	894.14	26946.96	26052.82	23284.13	24178.27	paybill	8	11	Mon	feature	Mombasa	0
UH54HBPH1	2226.73	22555.88	20329.15	8674.8	10901.53	peer	7	8	Mon	smartphone	Nairobi	0
UJ0E1ERV0	716.45	16067.32	15350.87	2776.25	3492.7	peer	7	10	Tue	smartphone	Eldoret	0
UFRS8ANP8	1260.61	16941.44	15680.83	27822.81	29083.42	paybill	16	6	Wed	smartphone	Eldoret	0
UKK9DXOQ8	2912.06	74338.66	71426.6	19366.13	22278.19	till	7	11	Wed	smartphone	Nakuru	0
UDGASFQBV	102.68	59979.14	59876.46	21555.62	21658.3	till	4	4	Sat	feature	Mombasa	0
UJOFG7803	137.43	18830.61	18693.18	17254.19	17391.62	peer	16	10	Sun	smartphone	Kisumu	0
UHHON4WBA	45.85	23572.69	23526.84	2074.96	2120.81	paybill	18	8	Mon	smartphone	Nairobi	0
UAT10GDMI	1520.42	52305.34	50784.92	9615.49	11135.91	peer	16	1	Mon	feature	Nakuru	0
UG4TEVWLQ	525.73	75778.2	75252.47	44242.76	44768.49	peer	5	7	Wed	feature	Nakuru	0
UKZR04HHE	2015.24	22601.12	20585.88	48168.02	50183.26	peer	16	11	Sat	smartphone	Eldoret	0
ULO5DIGXL	15.51	56529.07	56513.56	31134.48	31149.99	till	16	12	Fri	feature	Nairobi	0
UFPXU7B6N	6924.17	11466.19	4542.02	15658.16	22582.33	peer	2	6	Tue	smartphone	Mombasa	0
UKB2FLURM	2841.03	27536.6	24695.57	41728.59	44569.62	till	9	11	Thu	feature	Mombasa	0
UHWTEK17M	4111.27	75125.81	71014.54	22640.69	26751.96	paybill	7	8	Wed	feature	Mombasa	0
UHXYMSCNX	331.89	19275.15	18943.26	35506.63	35838.52	peer	8	8	Mon	smartphone	Eldoret	0
UBEZEMQT7	478.14	77449.3	76971.16	22335.73	22813.87	till	22	2	Tue	feature	Nakuru	0
UDFY1H0S2	1044.28	37729.72	36685.44	33095.68	34139.96	till	23	4	Fri	smartphone	Eldoret	0
UFTY9GFYW	2086.52	46273.5	44186.98	45217.99	47304.51	peer	7	6	Sun	smartphone	Eldoret	0
UJPHB8OOS	2550.75	62758.07	60207.32	23119.56	25670.31	paybill	15	10	Thu	feature	Eldoret	0
UL7AJUL7W	3003.31	32954.68	29951.37	20120.31	23123.62	peer	11	12	Sun	feature	Mombasa	0
UCRF899OF	3238.86	60621.41	57382.55	14753.62	17992.48	till	19	3	Tue	smartphone	Mombasa	0
UBI8FO0VY	532.57	21803.49	21270.92	9530.49	10063.06	peer	15	2	Sat	feature	Kisumu	0
UAWSS1VIP	306.17	34453.61	34147.44	41547.46	41853.63	till	20	1	Sat	feature	Kisumu	0
UB51Z58B4	191.56	9442.19	9250.63	34107.66	34299.22	till	0	2	Thu	feature	Mombasa	0
UC5Y21ID9	4490.59	47726.95	43236.36	21692.2	26182.79	till	13	3	Sun	feature	Eldoret	0
UKRZPCD14	269.42	28475.02	28205.6	2262.46	2531.88	paybill	4	11	Sat	feature	Mombasa	0
UK49CD3IR	368.68	52727.04	52358.36	46577.75	46946.43	till	22	11	Wed	smartphone	Nakuru	0
UIVUV5YBD	2580.4	41899.13	39318.73	34984.5	37564.9	till	21	9	Mon	smartphone	Nakuru	0
UDMY6PO0M	793.63	26210.9	25417.27	540.55	1334.18	paybill	9	4	Fri	smartphone	Nairobi	0
UK0P6HGWL	2627.81	7989.1	5361.29	3783.06	6410.87	paybill	4	11	Sun	smartphone	Nakuru	0
UEMYM8J2L	673.05	46847.77	46174.72	11313.76	11986.81	till	12	5	Wed	smartphone	Nakuru	0
UI1TLOM34	3390.7	59135.45	55744.75	1622.17	5012.87	paybill	1	9	Wed	smartphone	Mombasa	0
UEDZXLRGN	1612.57	8350.87	6738.3	8626.19	10238.76	till	11	5	Thu	feature	Kisumu	0
UH618LEU6	1258.91	33941.48	32682.57	39678.53	40937.44	till	21	8	Wed	smartphone	Kisumu	0
UJZHDV5OJ	48.44	19281.65	19233.21	7215.46	7263.9	till	20	10	Wed	feature	Nakuru	0
UGD835KUC	184.44	41934.56	41750.12	10912.99	11097.43	paybill	11	7	Sun	smartphone	Mombasa	0
UIF9AIZH5	6824.85	20303.36	13478.51	28881.59	35706.44	peer	0	9	Tue	smartphone	Mombasa	0
UD84RPU9G	667.58	59639.84	58972.26	3821.99	4489.57	till	20	4	Fri	feature	Kisumu	0
UG0Z92JN6	3393.38	29068.53	25675.15	40285.73	43679.11	paybill	15	7	Fri	feature	Eldoret	0
ULE49ITE9	596.65	6866.6	6269.95	23334.66	23931.31	till	12	12	Sat	feature	Nairobi	0
UFD3IMZ93	987.05	45298.48	44311.43	9133.62	10120.67	paybill	5	6	Fri	smartphone	Eldoret	0
UJPVC9AQX	225.53	65907.53	65682	19230.55	19456.08	paybill	14	10	Sun	smartphone	Nakuru	0
UKM8JJ6AV	921.85	16419.32	15497.47	837.82	1759.67	peer	20	11	Thu	smartphone	Nairobi	0
UETYLU58F	1705.4	33718.82	32013.42	30084.11	31789.51	till	16	5	Fri	feature	Nakuru	0
UJB1V1CCO	4149.53	20056.8	15907.27	32708.01	36857.54	peer	19	10	Tue	smartphone	Nairobi	0
UAXRED8U8	1448.38	45018.89	43570.51	35737.66	37186.04	paybill	3	1	Thu	feature	Mombasa	0
UFGLGPJDJ	106.36	9397.04	9290.68	30639.79	30746.15	paybill	11	6	Sat	smartphone	Mombasa	0
UH1SAV9CN	4182.64	55497.48	51314.84	32411.79	36594.43	till	11	8	Mon	smartphone	Kisumu	0
UGL2UNCGW	394.93	32316.3	31921.37	41682.2	42077.13	till	2	7	Tue	feature	Kisumu	0
UK6VU6Z5G	2528.43	71950.9	69422.47	48113.07	50641.5	paybill	16	11	Mon	smartphone	Nairobi	0
UB3LKMGS6	880.79	33112.48	32231.69	33791.15	34671.94	till	3	2	Tue	feature	Eldoret	0
UKTNQETMN	1610.12	17434.8	15824.68	14400.27	16010.39	paybill	15	11	Tue	feature	Nakuru	0
UFC9R4X1V	1219	66201.44	64982.44	2095.76	3314.76	peer	15	6	Sat	feature	Nairobi	0
UJUTOTHLQ	814.98	56838.17	56023.19	4786.45	5601.43	till	12	10	Thu	feature	Eldoret	0
UGCADUVL9	573.42	58545.76	57972.34	47905.9	48479.32	till	14	7	Sat	smartphone	Nakuru	0
UAGD60UGL	373.55	4112.13	3738.58	23230.66	23604.21	peer	7	1	Mon	feature	Eldoret	0
UDMT3YPS4	716.13	32316.53	31600.4	37619.89	38336.02	till	15	4	Sat	smartphone	Nakuru	0
UBQGHLZRU	1136.67	62499.01	61362.34	19911.39	21048.06	peer	4	2	Thu	smartphone	Mombasa	0
UEAI33993	880.22	52678.59	51798.37	402.96	1283.18	paybill	12	5	Mon	smartphone	Nairobi	0
UJIY5PU5W	4301.66	8698.37	4396.71	38406.41	42708.07	till	13	10	Sat	feature	Mombasa	0
ULA3N4G2J	1041.15	67552.56	66511.41	24201.03	25242.18	till	9	12	Thu	smartphone	Nakuru	0
UCXIWE6RG	1082.61	72136.48	71053.87	10760.22	11842.83	till	4	3	Wed	feature	Nakuru	0
UIK4J1O5H	3235.85	66296.2	63060.35	35642.3	38878.15	paybill	2	9	Tue	smartphone	Kisumu	0
UAQDI3G13	1789.53	18788.36	16998.83	10544.31	12333.84	till	3	1	Wed	feature	Eldoret	0
UHVB71GHL	2919.38	64453.86	61534.48	47337.81	50257.19	peer	23	8	Wed	feature	Mombasa	0
UFQ6CN8SI	766.77	49585.54	48818.77	22720.16	23486.93	paybill	15	6	Sat	feature	Mombasa	0
UHCITUF8C	2272.48	48321.95	46049.47	32975.3	35247.78	paybill	8	8	Fri	smartphone	Nairobi	0
ULG7NFDIN	1747.35	24428.95	22681.6	9904.78	11652.13	paybill	16	12	Sun	smartphone	Eldoret	0
UKBTA3RUN	101.92	33645.91	33543.99	24844.78	24946.7	paybill	14	11	Thu	smartphone	Mombasa	0
UJJ9WR6Q5	3732.33	13757.82	10025.49	20907.24	24639.57	paybill	1	10	Sat	smartphone	Nakuru	0
UE5NA2FQZ	2123.79	57966.18	55842.39	34520.29	36644.08	peer	13	5	Thu	smartphone	Nakuru	0
UD7PP0PNN	624.51	4286.06	3661.55	7981.25	8605.76	paybill	8	4	Tue	smartphone	Kisumu	0
UDZU802NQ	613.36	18781.65	18168.29	1185.39	1798.75	paybill	9	4	Wed	feature	Mombasa	0
UGFDXK31W	2702.23	24437.73	21735.5	13225.79	15928.02	peer	12	7	Wed	smartphone	Mombasa	0
UIP7AHUG9	492.53	74124.46	73631.93	20981.37	21473.9	peer	1	9	Sat	feature	Nakuru	0
UDFLI01RV	77.92	33658.33	33580.41	484.34	562.26	till	10	4	Sat	smartphone	Eldoret	0
UBDA5B4L6	2927.42	1003.07	0	39368.6	42296.02	peer	15	2	Tue	feature	Nairobi	1
UFWL6QMGK	548.86	55847.53	55298.67	18205.64	18754.5	peer	15	6	Tue	smartphone	Nairobi	0
UBTWFTQ9Y	1252.81	43581.47	42328.66	13761.96	15014.77	peer	21	2	Sat	smartphone	Nakuru	0
UB1ENNGAY	1853.91	72349.04	70495.13	18736.1	20590.01	paybill	7	2	Fri	smartphone	Nakuru	0
UA88U595C	1197.32	7546.37	6349.05	20524.79	21722.11	paybill	7	1	Sat	feature	Nakuru	0
UB92Y8LZ8	267.5	18163.72	17896.22	40865.27	41132.77	till	16	2	Sun	feature	Mombasa	0
UJ6PG4GKS	3997.45	15540.63	11543.18	2527.96	6525.41	paybill	15	10	Wed	smartphone	Nairobi	0
UKILQPB01	1477.08	6773.64	5296.56	10556.3	12033.38	peer	4	11	Wed	smartphone	Nairobi	0
UJAUKHQNZ	2094.33	69663.65	67569.32	37954.35	40048.68	paybill	12	10	Wed	feature	Mombasa	0
UGOM7ZTRJ	1950.34	31626.33	29675.99	26497.03	28447.37	till	14	7	Mon	feature	Eldoret	0
UBAE1IGCU	263.97	16766.21	16502.24	14819.6	15083.57	peer	9	2	Sun	smartphone	Eldoret	0
ULA35WFW5	3625.36	58739.04	55113.68	17327.94	20953.3	paybill	19	12	Sun	smartphone	Nairobi	0
UBCE77GZD	785.65	13786.47	13000.82	41367.83	42153.48	till	15	2	Tue	smartphone	Eldoret	0
ULCLTRH9V	1318.63	55803.38	54484.75	9671.77	10990.4	paybill	18	12	Sat	smartphone	Nairobi	0
UCSC9J5UG	1538.76	70898.28	69359.52	44784.5	46323.26	peer	3	3	Tue	smartphone	Nakuru	0
UDFWVVSKP	529.21	8979.86	8450.65	32405.25	32934.46	till	6	4	Tue	smartphone	Kisumu	0
UE1CCM0W3	3120.58	66102.57	62981.99	33654.61	36775.19	till	14	5	Thu	smartphone	Kisumu	0
UFV6NYYCJ	2608.9	3719.04	1110.14	32819.29	35428.19	paybill	17	6	Wed	feature	Nairobi	0
UHKRT0IGY	1149.07	53734.54	52585.47	13532.2	14681.27	paybill	21	8	Wed	feature	Kisumu	0
UHQF1PAFL	127.08	35617.81	35490.73	25230.95	25358.03	till	9	8	Tue	feature	Nakuru	0
UAP36F8HA	187.12	63526.07	63338.95	32971.15	33158.27	paybill	9	1	Wed	smartphone	Kisumu	0
UHOK8TIR0	1293.44	78815.45	77522.01	38400.27	39693.71	peer	18	8	Thu	smartphone	Nairobi	0
UBCLRKI72	854.7	34256.17	33401.47	16514.23	17368.93	peer	9	2	Wed	smartphone	Kisumu	0
UKLWWVTMN	1245.97	51624.41	50378.44	1176.62	2422.59	peer	15	11	Wed	feature	Kisumu	0
UAQPHLI5L	842.19	65879.53	65037.34	27809.53	28651.72	paybill	23	1	Sun	feature	Nairobi	0
UFULGELW8	2267.9	65488.6	63220.7	2006.94	4274.84	till	14	6	Fri	smartphone	Eldoret	0
UHU6L5NFL	3309.73	52202.24	48892.51	39045.97	42355.7	paybill	0	8	Fri	feature	Mombasa	0
UHOG1ZN1R	2351.46	69258.43	66906.97	5142.13	7493.59	peer	9	8	Wed	feature	Nairobi	0
UHU28RL5H	201.94	7552.39	7350.45	48191.16	48393.1	peer	7	8	Fri	smartphone	Eldoret	0
ULC5SSINZ	217.68	54151.05	53933.37	29712.09	29929.77	paybill	2	12	Wed	smartphone	Kisumu	0
UEAX1CQ6F	1386.3	531.85	0	67.31	1453.61	till	15	5	Tue	feature	Mombasa	1
UB7QHVKVL	712.47	55419.11	54706.64	11666.64	12379.11	peer	9	2	Sun	feature	Kisumu	0
UHNLZTWXO	1472.57	52213.6	50741.03	12554.01	14026.58	peer	8	8	Sat	feature	Eldoret	0
UJ1BS0ZR7	1576.56	48519.16	46942.6	42472.32	44048.88	peer	12	10	Fri	smartphone	Kisumu	0
UB19MO1RT	69.06	79753.05	79683.99	9172.62	9241.68	till	8	2	Sun	feature	Mombasa	0
UI33QE6JI	1352.63	26624.52	25271.89	23266.85	24619.48	till	11	9	Mon	smartphone	Mombasa	0
UHBHIF5SL	20.67	67377.05	67356.38	24135.67	24156.34	till	1	8	Thu	smartphone	Mombasa	0
UERYZTBVH	2253.94	43896.8	41642.86	8732.36	10986.3	peer	18	5	Wed	smartphone	Eldoret	0
UFS3OFAWW	526.32	31890.95	31364.63	40298.95	40825.27	paybill	13	6	Fri	feature	Eldoret	0
UD1JH6OXQ	1344.79	45157.17	43812.38	25013.93	26358.72	till	19	4	Sat	feature	Mombasa	0
UCEND7H10	107.88	67201.65	67093.77	6374.28	6482.16	till	13	3	Sat	smartphone	Mombasa	0
UEMBWU5JS	2415.71	12139.93	9724.22	42579.72	44995.43	peer	11	5	Sun	smartphone	Eldoret	0
UDRZZQO17	7143.36	42085.08	34941.72	34891.64	42035	till	21	4	Wed	smartphone	Kisumu	0
UJDABBAJA	3457.84	67018.71	63560.87	30724.29	34182.13	till	0	10	Fri	smartphone	Nairobi	0
UANX80NKX	1305.53	188.86	0	13597.73	14903.26	peer	22	1	Mon	feature	Nairobi	1
UEQ796EW8	368.64	26133.29	25764.65	6388.73	6757.37	paybill	3	5	Tue	smartphone	Mombasa	0
UB0Q5ZJAU	876.08	58329.37	57453.29	16176.52	17052.6	till	13	2	Tue	smartphone	Nairobi	0
UGYBR3O9U	1640.69	10276.82	8636.13	6313.56	7954.25	peer	13	7	Sun	feature	Nairobi	0
ULR2AJ5IQ	2518.46	66538.31	64019.85	45919.88	48438.34	till	16	12	Mon	feature	Kisumu	1
ULRI4BNVQ	1573.83	71551.78	69977.95	32245.15	33818.98	peer	12	12	Wed	feature	Eldoret	0
UIF0MGOQM	510.05	9545.67	9035.62	1.54	511.59	till	13	9	Sun	feature	Eldoret	0
UGMPV5LMQ	1867.91	44393.1	42525.19	7410.87	9278.78	till	16	7	Tue	smartphone	Eldoret	0
UI79FMW04	144.93	71562.91	71417.98	41180.32	41325.25	peer	7	9	Sun	feature	Kisumu	0
UG59TSUJT	3435.81	64999.42	61563.61	19202.13	22637.94	till	5	7	Tue	feature	Nairobi	0
UBL4N7S3H	1646.12	31159.24	29513.12	12014.96	13661.08	paybill	4	2	Sat	smartphone	Nakuru	0
UKXFY1Z68	149.67	11127.44	10977.77	4051.93	4201.6	paybill	19	11	Tue	smartphone	Mombasa	0
UD1KHW8GA	2655.49	35583.87	32928.38	26593.59	29249.08	peer	21	4	Tue	smartphone	Kisumu	0
UEQE8XAVM	3102.68	71316.32	68213.64	23190.71	26293.39	paybill	2	5	Thu	feature	Nairobi	0
UJBRBLBZ5	578.55	24528.94	23950.39	20135.19	20713.74	till	20	10	Sun	smartphone	Eldoret	0
ULV58Y9N8	1674.43	47424.88	45750.45	34732.69	36407.12	peer	5	12	Thu	feature	Nakuru	0
UBC0Z7Q0I	680.42	53362.71	52682.29	5978.1	6658.52	peer	2	2	Wed	feature	Eldoret	0
UL4HOAE52	1275.2	60302.42	59027.22	43642.97	44918.17	paybill	19	12	Mon	smartphone	Eldoret	0
UEZN7XBVZ	1039.6	7490.78	6451.18	39017.39	40056.99	paybill	5	5	Wed	smartphone	Nakuru	0
UEVPY8CRI	1679.92	24671.63	22991.71	24602.72	26282.64	till	21	5	Sun	smartphone	Nairobi	0
UAKI5VRZ3	2388.2	15780.03	13391.83	6277.49	8665.69	peer	10	1	Mon	smartphone	Nakuru	0
UC08UPNZA	4964.84	22652.77	17687.93	14903.78	19868.62	till	15	3	Wed	smartphone	Mombasa	0
UHBPZCD5X	488.27	6973.97	6485.7	2851.35	3339.62	till	8	8	Tue	smartphone	Nakuru	0
UAFUXQ9NJ	167.21	37985.73	37818.52	3334.69	3501.9	till	11	1	Tue	feature	Nairobi	0
UIBHK0ONS	73.93	65623.39	65549.46	2078.95	2152.88	till	9	9	Sat	feature	Nairobi	0
UIA5E742G	1034.12	20259.72	19225.6	15388.55	16422.67	paybill	5	9	Tue	smartphone	Eldoret	0
UGTW4CY4F	1426.47	78164.83	76738.36	27238.61	28665.08	paybill	0	7	Fri	smartphone	Mombasa	0
UCI14NIJC	218.73	29249.32	29030.59	32048.28	32267.01	paybill	14	3	Sun	feature	Eldoret	0
UDY7OV50E	941.55	56168.89	55227.34	27823.23	28764.78	till	11	4	Thu	smartphone	Nairobi	0
UJSRCVPUZ	666.2	42424.15	41757.95	36619.42	37285.62	till	20	10	Mon	feature	Mombasa	0
UGKX9M4V7	3867.66	61345.53	57477.87	35105.37	38973.03	paybill	12	7	Fri	feature	Kisumu	0
ULVUYV2EM	603.75	50286.75	49683	46532.12	47135.87	paybill	21	12	Fri	smartphone	Nakuru	0
UKJJKSL66	1691	29664.96	27973.96	27523.59	29214.59	paybill	10	11	Wed	smartphone	Kisumu	0
UIYKVYGW2	2341.08	46804.99	44463.91	48466.09	50807.17	till	17	9	Wed	smartphone	Kisumu	0
ULTL2UG05	711.84	37391.57	36679.73	3836.14	4547.98	peer	21	12	Fri	feature	Kisumu	0
UK3NOZ7QM	272.38	52682.37	52409.99	49887.47	50159.85	peer	2	11	Wed	smartphone	Mombasa	0
UI9AG77Q9	901.51	32116.26	31214.75	5757.31	6658.82	paybill	19	9	Fri	feature	Nakuru	0
UEBP9VRNE	3221.88	114.9	0	30698.97	33920.85	paybill	18	5	Sun	smartphone	Mombasa	1
UBJTJ27YH	1437.34	51893.85	50456.51	3072.31	4509.65	till	21	2	Mon	smartphone	Nairobi	0
UF9ZKIHV1	2520.78	58466.35	55945.57	6767.77	9288.55	paybill	9	6	Sun	smartphone	Nairobi	0
UATLH33HW	330.3	38245.55	37915.25	30090.34	30420.64	peer	9	1	Fri	feature	Mombasa	0
UBD4HQFGH	1307.47	69466.73	68159.26	14868.08	16175.55	peer	5	2	Sat	feature	Nakuru	0
UJ44QI4OP	266.07	3143.1	2877.03	30998.43	31264.5	paybill	1	10	Sun	feature	Nakuru	0
UI1HYP5MA	1796.98	44234.05	42437.07	29761.49	31558.47	paybill	3	9	Sun	feature	Nairobi	0
UDNZVZN2H	3082.57	9406.58	6324.01	12713.06	15795.63	paybill	2	4	Wed	smartphone	Eldoret	0
UDN58YUXC	525.33	6434.49	5909.16	28292.53	28817.86	peer	19	4	Thu	feature	Kisumu	0
UGAPQPPMJ	3579.25	13849.67	10270.42	43938.46	47517.71	paybill	17	7	Thu	smartphone	Kisumu	0
UD4XV349N	1225.86	49190.56	47964.7	26183.17	27409.03	peer	3	4	Sat	smartphone	Mombasa	0
UJZBC7QK4	576.56	46971.25	46394.69	41421.93	41998.49	peer	15	10	Tue	feature	Nairobi	0
UCSIDBX28	125.38	63333.64	63208.26	45789.41	45914.79	peer	10	3	Wed	feature	Kisumu	0
UCI3HZCD3	668.95	15696.25	15027.3	33924.56	34593.51	peer	20	3	Sun	feature	Nakuru	0
UF0F7IA41	585.35	26122.22	25536.87	19706.8	20292.15	peer	22	6	Fri	smartphone	Eldoret	0
UCGQ4IVN2	1386.99	32493.28	31106.29	25814.16	27201.15	paybill	23	3	Tue	smartphone	Nakuru	0
UCX1CNAQ2	1303.56	938.44	0	44753.26	46056.82	paybill	4	3	Fri	feature	Mombasa	1
UH87MVZ01	242.26	76047.57	75805.31	1103.31	1345.57	paybill	11	8	Tue	feature	Eldoret	0
UAHVNKVON	6070.16	1131.29	0	11334.53	17404.69	paybill	20	1	Thu	smartphone	Mombasa	1
UDPWF520X	1255.15	35244.47	33989.32	32197.83	33452.98	peer	20	4	Tue	smartphone	Nairobi	0
UHJOZNHE8	719.36	10254.99	9535.63	9464.18	10183.54	peer	21	8	Sat	smartphone	Mombasa	0
UFBQNXPVM	922.42	17384.99	16462.57	22128.87	23051.29	paybill	5	6	Mon	feature	Kisumu	0
UFLLSAD0U	74.36	66124.63	66050.27	29400.02	29474.38	till	10	6	Tue	feature	Nairobi	0
UHO2QWKBS	653.35	44419.49	43766.14	41296.62	41949.97	paybill	23	8	Sun	feature	Nairobi	0
UIB20UC87	1497.3	47925.18	46427.88	20707.05	22204.35	till	22	9	Sat	feature	Nakuru	0
UCF6DNOBK	4753.2	13253.81	8500.61	20756.25	25509.45	peer	13	3	Thu	smartphone	Kisumu	0
UCPU9H9FB	21.65	45771.45	45749.8	9241.92	9263.57	peer	16	3	Tue	feature	Nakuru	0
UKRCQ6W94	92.15	63040.6	62948.45	14168.2	14260.35	paybill	22	11	Fri	feature	Mombasa	0
UIFYZSKV6	2723.19	29967.27	27244.08	31266.5	33989.69	peer	6	9	Thu	feature	Kisumu	0
UF7K99BV2	18.63	14838.28	14819.65	10114.7	10133.33	peer	2	6	Fri	smartphone	Kisumu	0
UDQFDTN0P	733.37	30869.7	30136.33	42740.29	43473.66	peer	5	4	Tue	smartphone	Mombasa	0
UH8X17COP	4567.87	30684.45	26116.58	41957.33	46525.2	peer	2	8	Wed	feature	Eldoret	0
UEI5R8VO4	235.55	686	450.45	1290.47	1526.02	till	3	5	Sun	smartphone	Nairobi	0
UCVV4DC0F	1208.77	45324.87	44116.1	43901.68	45110.45	peer	15	3	Sun	smartphone	Kisumu	0
UAQBK4Y7Z	1224.24	9171.9	7947.66	45877.15	47101.39	peer	12	1	Mon	smartphone	Nairobi	0
UFD9CBA72	2256.34	14903.62	12647.28	27063.51	29319.85	paybill	1	6	Mon	feature	Kisumu	0
UEWS3KCVJ	1555.88	26498.28	24942.4	29460.73	31016.61	till	0	5	Fri	smartphone	Eldoret	0
UJIKOMFRQ	908.47	6267.28	5358.81	8494.35	9402.82	paybill	16	10	Wed	feature	Nakuru	0
UD24XHQZB	203.63	41533.08	41329.45	12292.37	12496	peer	13	4	Tue	smartphone	Nakuru	0
UCFC1YUZP	665.08	55289.03	54623.95	36439.31	37104.39	till	10	3	Sat	feature	Nakuru	0
UHXNOMB42	72.17	7382.14	7309.97	14295.03	14367.2	paybill	12	8	Thu	feature	Mombasa	0
UHEL8PL6U	1673.9	26558.6	24884.7	38298.58	39972.48	peer	18	8	Sun	smartphone	Kisumu	0
UGD5MBFSR	800.83	46411.57	45610.74	1110.92	1911.75	peer	19	7	Sat	smartphone	Kisumu	0
UA1WZ2NAR	6703.34	76541.96	69838.62	29967.99	36671.33	till	15	1	Tue	smartphone	Nakuru	0
UFY40JOTV	1956.55	9268.81	7312.26	24520.43	26476.98	peer	15	6	Thu	smartphone	Mombasa	0
ULVK9QKAV	278.6	14404.63	14126.03	39875.7	40154.3	peer	19	12	Thu	feature	Nakuru	0
UJU74IJ64	1697.69	9077.92	7380.23	16599.32	18297.01	till	22	10	Fri	feature	Nakuru	0
UEAIH3IAB	2282.36	22520	20237.64	17496.89	19779.25	paybill	12	5	Fri	feature	Nakuru	0
UI50121XR	2287.82	26061.33	23773.51	34364.78	36652.6	till	2	9	Sat	feature	Nairobi	0
UD7O0GXAP	4890.16	18050.13	13159.97	19966.63	24856.79	peer	12	4	Thu	smartphone	Nairobi	0
UC70GKJFP	790.62	49020.83	48230.21	833.79	1624.41	paybill	22	3	Mon	feature	Nairobi	0
UIYXCFE78	324.95	58496.54	58171.59	21000.55	21325.5	paybill	11	9	Tue	smartphone	Kisumu	0
UFE12QEYK	1295.4	41798.56	40503.16	3398.66	4694.06	peer	18	6	Wed	smartphone	Nakuru	0
UDTJA622D	299.92	55394.84	55094.92	6999.37	7299.29	peer	4	4	Wed	smartphone	Nakuru	0
ULTR7WB42	806.32	54093.33	53287.01	30930.51	31736.83	till	15	12	Sun	feature	Eldoret	0
UCGW10C9I	1260.91	10903.86	9642.95	33772.8	35033.71	paybill	21	3	Fri	feature	Mombasa	0
UFXHBQAM9	756.27	985.18	228.91	36508.67	37264.94	till	13	6	Wed	feature	Nakuru	0
UF5D4VUEE	1272.21	10292.86	9020.65	20454.26	21726.47	till	7	6	Sat	feature	Nairobi	0
UJ32WITPB	656.31	53570.6	52914.29	24190.13	24846.44	paybill	18	10	Sat	smartphone	Nairobi	0
